1	1	10
2	11	26
3	27	82
4	83	104
5	105	110
6	111	134
7	135	142
8	143	146
9	147	202
10	203	236
11	237	242
12	243	350
13	351	366
14	367	370
15	371	378
16	379	404
17	405	422
18	423	442
19	443	458
20	459	498
21	499	532
22	533	542
23	543	592
24	593	612
25	613	626
26	627	658
27	659	674
28	675	684
29	685	734
30	735	776
31	777	832
32	833	912
33	913	996
34	997	1064
35	1065	1100
36	1101	1114
37	1115	1158
38	1159	1174
39	1175	1190
40	1191	1212
41	1213	1288
42	1289	1332
43	1333	1364
44	1365	1372
45	1373	1390
46	1391	1468
47	1469	1534
48	1535	1552
49	1553	1560
50	1561	1580
51	1581	1596
52	1597	1644
53	1645	1714
54	1715	1742
55	1743	1778
56	1779	1840
57	1841	1932
58	1933	2026
59	2027	2098
60	2099	2116
61	2117	2160
62	2161	2192
63	2193	2270
64	2271	2314
65	2315	2362
66	2363	2396
67	2397	2418
68	2419	2450
69	2451	2476
70	2477	2500
71	2501	2522
72	2523	2532
73	2533	2548
74	2549	2574
75	2575	2600
76	2601	2632
77	2633	2660
78	2661	2690
79	2691	2694
80	2695	2746
81	2747	2774
82	2775	2808
83	2809	2856
84	2857	2878
85	2879	2914
86	2915	2942
87	2943	2994
88	2995	3022
89	3023	3040
90	3041	3044
91	3045	3058
92	3059	3078
93	3079	3082
94	3083	3102
95	3103	3120
96	3121	3146
97	3147	3172
98	3173	3176
99	3177	3204
100	3205	3208
101	3209	3226
102	3227	3238
103	3239	3272
104	3273	3306
105	3307	3330
106	3331	3352
107	3353	3372
108	3373	3390
109	3391	3416
110	3417	3434
111	3435	3456
112	3457	3470
113	3471	3480
114	3481	3490
115	3491	3498
116	3499	3502
117	3503	3518
118	3519	3530
119	3531	3534
120	3535	3538
121	3539	3542
122	3543	3552
123	3553	3558
124	3559	3562
125	3563	3566
126	3567	3580
127	3581	3584
128	3585	3588
129	3589	3622
130	3623	3648
131	3649	3700
132	3701	3710
133	3711	3714
134	3715	3718
135	3719	3722
136	3723	3736
137	3737	3750
138	3751	3754
139	3755	3862
140	3863	3916
141	3917	3920
142	3921	3934
143	3935	3994
144	3995	4018
145	4019	4072
146	4073	4124
147	4125	4130
148	4131	4164
149	4165	4186
150	4187	4196
151	4197	4238
152	4239	4298
153	4299	4328
154	4329	4348
155	4349	4398
156	4399	4402
157	4403	4458
158	4459	4486
159	4487	4540
160	4541	4590
161	4591	4638
162	4639	4716
163	4717	4744
164	4745	4794
165	4795	4862
166	4863	4866
167	4867	4914
168	4915	5052
169	5053	5064
170	5065	5194
171	5195	5234
172	5235	5382
173	5383	5416
174	5417	5472
175	5473	5500
176	5501	5554
177	5555	5604
178	5605	5652
179	5653	5752
180	5753	5780
181	5781	5844
182	5845	5932
183	5933	6004
184	6005	6056
185	6057	6166
186	6167	6212
187	6213	6244
188	6245	6348
189	6349	6386
190	6387	6488
191	6489	6502
192	6503	6556
193	6557	6560
194	6561	6674
195	6675	6678
196	6679	6706
197	6707	6728
198	6729	6736
199	6737	6788
200	6789	6796
201	6797	6858
202	6859	6926
203	6927	7022
204	7023	7076
205	7077	7194
206	7195	7222
207	7223	7302
208	7303	7380
209	7381	7492
210	7493	7502
211	7503	7510
212	7511	7520
213	7521	7526
214	7527	7712
215	7713	7774
216	7775	7844
217	7845	7928
218	7929	8010
219	8011	8052
220	8053	8120
221	8121	8184
222	8185	8198
223	8199	8232
224	8233	8252
225	8253	8302
226	8303	8350
227	8351	8380
228	8381	8476
229	8477	8500
230	8501	8544
231	8545	8606
232	8607	8682
233	8683	8840
234	8841	8908
235	8909	8998
236	8999	9122
237	9123	9224
238	9225	9260
239	9261	9290
240	9291	9338
241	9339	9376
242	9377	9446
243	9447	9502
244	9503	9526
245	9527	9558
246	9559	9592
247	9593	9662
248	9663	9690
249	9691	9704
250	9705	9734
251	9735	9776
252	9777	9824
253	9825	9872
254	9873	9896
255	9897	9922
256	9923	9972
257	9973	10050
258	10051	10070
259	10071	10176
260	10177	10274
261	10275	10380
262	10381	10410
263	10411	10416
264	10417	10446
265	10447	10474
266	10475	10534
267	10535	10572
268	10573	10722
269	10723	10740
270	10741	10778
271	10779	10792
272	10793	10872
273	10873	10882
274	10883	10976
275	10977	11070
276	11071	11098
277	11099	11248
278	11249	11280
279	11281	11310
280	11311	11380
281	11381	11410
282	11411	11482
283	11483	11502
284	11503	11526
285	11527	11578
286	11579	11634
287	11635	11710
288	11711	11748
289	11749	11834
290	11835	11890
291	11891	11904
292	11905	11908
293	11909	11944
294	11945	11950
295	11951	11960
296	11961	11970
297	11971	11978
298	11979	12006
299	12007	12094
300	12095	12126
301	12127	12180
302	12181	12222
303	12223	12246
304	12247	12296
305	12297	12314
306	12315	12352
307	12353	12380
308	12381	12428
309	12429	12498
310	12499	12504
311	12505	12534
312	12535	12644
313	12645	12700
314	12701	12758
315	12759	12798
316	12799	12846
317	12847	12938
318	12939	12978
319	12979	13066
320	13067	13116
321	13117	13136
322	13137	13148
323	13149	13176
324	13177	13212
325	13213	13288
326	13289	13328
327	13329	13360
328	13361	13376
329	13377	13408
330	13409	13482
331	13483	13526
332	13527	13572
333	13573	13578
334	13579	13696
335	13697	13722
336	13723	13726
337	13727	13746
338	13747	13752
339	13753	13772
340	13773	13792
341	13793	13832
342	13833	13858
343	13859	13878
344	13879	13926
345	13927	14014
346	14015	14020
347	14021	14060
348	14061	14084
349	14085	14122
350	14123	14134
351	14135	14178
352	14179	14210
353	14211	14246
354	14247	14260
355	14261	14266
356	14267	14302
357	14303	14410
358	14411	14448
359	14449	14480
360	14481	14570
361	14571	14610
362	14611	14678
363	14679	14742
364	14743	14788
365	14789	14856
366	14857	14902
367	14903	14964
368	14965	14978
369	14979	15036
370	15037	15104
371	15105	15136
372	15137	15160
373	15161	15234
374	15235	15332
375	15333	15336
376	15337	15362
377	15363	15510
378	15511	15560
379	15561	15762
380	15763	15774
381	15775	15908
382	15909	15962
383	15963	15966
384	15967	15976
385	15977	16098
386	16099	16122
387	16123	16144
388	16145	16216
389	16217	16326
390	16327	16364
391	16365	16404
392	16405	16508
393	16509	16552
394	16553	16576
395	16577	16616
396	16617	16642
397	16643	16646
398	16647	16686
399	16687	16716
400	16717	16722
401	16723	16726
402	16727	16730
403	16731	16748
404	16749	16770
405	16771	16804
406	16805	16824
407	16825	16840
