1	1	10
2	11	14
3	15	42
4	43	96
5	97	128
6	129	158
7	159	222
8	223	264
9	265	302
10	303	348
11	349	408
12	409	412
13	413	486
14	487	524
15	525	656
16	657	736
17	737	750
18	751	890
19	891	928
20	929	976
21	977	1052
22	1053	1092
23	1093	1170
24	1171	1220
25	1221	1296
26	1297	1354
27	1355	1406
28	1407	1500
29	1501	1610
30	1611	1666
31	1667	1744
32	1745	1838
33	1839	2020
34	2021	2054
35	2055	2076
36	2077	2156
37	2157	2204
38	2205	2248
39	2249	2372
40	2373	2424
41	2425	2500
42	2501	2566
43	2567	2604
44	2605	2630
45	2631	2654
46	2655	2682
47	2683	2736
48	2737	2804
49	2805	2812
50	2813	2852
51	2853	2918
52	2919	3004
53	3005	3034
54	3035	3084
55	3085	3112
56	3113	3160
57	3161	3176
58	3177	3212
59	3213	3250
60	3251	3270
61	3271	3326
62	3327	3358
63	3359	3362
64	3363	3414
65	3415	3484
66	3485	3516
67	3517	3528
68	3529	3566
69	3567	3628
70	3629	3718
71	3719	3784
72	3785	3826
73	3827	3908
74	3909	3954
75	3955	4056
76	4057	4092
77	4093	4144
78	4145	4202
79	4203	4270
80	4271	4318
81	4319	4350
82	4351	4354
83	4355	4366
84	4367	4390
85	4391	4438
86	4439	4536
87	4537	4540
88	4541	4668
89	4669	4730
90	4731	4774
91	4775	4806
92	4807	4814
93	4815	4832
94	4833	4850
95	4851	5024
96	5025	5062
97	5063	5120
98	5121	5178
99	5179	5254
100	5255	5294
101	5295	5362
102	5363	5460
103	5461	5550
104	5551	5578
105	5579	5644
106	5645	5696
107	5697	5738
108	5739	5764
109	5765	5864
110	5865	5908
111	5909	5952
112	5953	5996
113	5997	6046
114	6047	6102
115	6103	6142
116	6143	6270
117	6271	6352
118	6353	6386
119	6387	6446
120	6447	6466
121	6467	6552
122	6553	6646
123	6647	6678
124	6679	6716
125	6717	6740
126	6741	6780
127	6781	6828
128	6829	6914
129	6915	6986
130	6987	7234
131	7235	7284
132	7285	7342
133	7343	7376
134	7377	7464
135	7465	7506
136	7507	7618
137	7619	7686
138	7687	7698
139	7699	7744
140	7745	7770
141	7771	7806
142	7807	7866
143	7867	7888
144	7889	7952
145	7953	7974
146	7975	8014
147	8015	8044
148	8045	8084
149	8085	8102
150	8103	8124
151	8125	8170
152	8171	8210
153	8211	8246
154	8247	8274
155	8275	8338
156	8339	8374
157	8375	8404
158	8405	8436
159	8437	8470
160	8471	8478
161	8479	8522
162	8523	8528
163	8529	8626
164	8627	8638
165	8639	8702
166	8703	8720
167	8721	8832
168	8833	8954
169	8955	8988
170	8989	9038
171	9039	9098
172	9099	9126
173	9127	9160
174	9161	9214
175	9215	9236
176	9237	9290
177	9291	9322
178	9323	9344
179	9345	9400
180	9401	9422
181	9423	9446
182	9447	9506
183	9507	9550
184	9551	9598
185	9599	9618
186	9619	9650
187	9651	9692
188	9693	9742
189	9743	9774
190	9775	9852
191	9853	9896
192	9897	9934
193	9935	10014
194	10015	10054
195	10055	10084
196	10085	10156
197	10157	10212
198	10213	10236
199	10237	10296
200	10297	10316
201	10317	10366
202	10367	10396
203	10397	10446
204	10447	10554
205	10555	10610
206	10611	10624
207	10625	10642
208	10643	10694
209	10695	10728
210	10729	10758
211	10759	10792
212	10793	10830
213	10831	10872
214	10873	10922
215	10923	10956
216	10957	10980
217	10981	11012
218	11013	11048
219	11049	11072
220	11073	11138
221	11139	11166
222	11167	11186
223	11187	11222
224	11223	11254
225	11255	11296
226	11297	11334
227	11335	11360
228	11361	11392
229	11393	11422
230	11423	11460
231	11461	11512
232	11513	11574
233	11575	11644
234	11645	11672
235	11673	11702
236	11703	11730
237	11731	11750
238	11751	11768
239	11769	11826
240	11827	11858
241	11859	11888
242	11889	11912
243	11913	11946
244	11947	11964
245	11965	12010
246	12011	12030
247	12031	12068
248	12069	12120
249	12121	12146
250	12147	12216
251	12217	12240
252	12241	12258
253	12259	12268
254	12269	12298
255	12299	12338
256	12339	12360
257	12361	12378
258	12379	12418
259	12419	12448
260	12449	12498
261	12499	12528
262	12529	12532
263	12533	12598
264	12599	12652
265	12653	12680
266	12681	12766
267	12767	12782
268	12783	12788
269	12789	12796
270	12797	12866
271	12867	13054
272	13055	13076
273	13077	13080
274	13081	13112
275	13113	13148
276	13149	13286
277	13287	13346
278	13347	13374
279	13375	13450
280	13451	13516
281	13517	13568
282	13569	13584
283	13585	13618
284	13619	13622
285	13623	13672
286	13673	13682
287	13683	13702
288	13703	13716
289	13717	13772
290	13773	13782
291	13783	13830
292	13831	13862
293	13863	13896
294	13897	13946
295	13947	14032
296	14033	14056
297	14057	14080
298	14081	14088
299	14089	14176
300	14177	14226
301	14227	14306
302	14307	14380
303	14381	14410
304	14411	14454
305	14455	14480
306	14481	14506
307	14507	14544
308	14545	14566
309	14567	14572
310	14573	14588
311	14589	14596
312	14597	14610
313	14611	14664
314	14665	14710
315	14711	14750
316	14751	14856
317	14857	14890
318	14891	14956
319	14957	14960
320	14961	14964
321	14965	14970
322	14971	14994
323	14995	15016
324	15017	15060
325	15061	15110
326	15111	15132
327	15133	15194
328	15195	15212
329	15213	15236
330	15237	15302
331	15303	15344
332	15345	15380
333	15381	15416
334	15417	15472
335	15473	15590
336	15591	15652
337	15653	15690
338	15691	15730
339	15731	15784
340	15785	15794
341	15795	15822
342	15823	15872
343	15873	15902
344	15903	15928
345	15929	15960
346	15961	15980
347	15981	16004
348	16005	16046
349	16047	16080
350	16081	16122
351	16123	16174
352	16175	16230
353	16231	16304
354	16305	16338
355	16339	16394
356	16395	16464
357	16465	16508
358	16509	16556
359	16557	16588
360	16589	16668
361	16669	16712
362	16713	16748
363	16749	16796
364	16797	16858
365	16859	16918
366	16919	16954
367	16955	17008
368	17009	17032
369	17033	17054
370	17055	17078
371	17079	17130
372	17131	17166
373	17167	17190
374	17191	17272
375	17273	17328
376	17329	17372
377	17373	17414
378	17415	17432
379	17433	17466
380	17467	17510
381	17511	17536
382	17537	17556
383	17557	17590
384	17591	17606
385	17607	17630
386	17631	17688
387	17689	17718
388	17719	17756
389	17757	17760
390	17761	17778
391	17779	17800
392	17801	17808
393	17809	17856
394	17857	17924
395	17925	17956
396	17957	18002
397	18003	18030
398	18031	18054
399	18055	18104
400	18105	18152
401	18153	18196
402	18197	18232
403	18233	18278
404	18279	18324
405	18325	18394
406	18395	18448
407	18449	18502
408	18503	18528
409	18529	18562
410	18563	18596
411	18597	18614
412	18615	18656
413	18657	18678
414	18679	18694
415	18695	18720
416	18721	18772
417	18773	18800
418	18801	18836
419	18837	18860
420	18861	18938
421	18939	18992
422	18993	19040
423	19041	19082
424	19083	19086
425	19087	19152
426	19153	19216
427	19217	19278
428	19279	19306
429	19307	19332
430	19333	19406
431	19407	19472
432	19473	19508
433	19509	19590
434	19591	19640
435	19641	19682
436	19683	19688
437	19689	19692
438	19693	19736
439	19737	19802
440	19803	19858
441	19859	19892
442	19893	19948
443	19949	19976
444	19977	20010
445	20011	20040
446	20041	20076
447	20077	20160
448	20161	20228
449	20229	20266
450	20267	20328
451	20329	20356
452	20357	20388
453	20389	20444
